,locale,partition,utt,tokens
35,lv-LV,train,piegādes iespējas no visaugstāk novērtētā ķīniešu restorāna,"['piegādes', 'iespējas', 'no', 'visaugstāk', 'novērtētā', 'ķīniešu', 'restorāna']"
36,lv-LV,train,olly visnovērtētākās piegādes opcijas ķīniešu ēdieniem,"['olly', 'visnovērtētākās', 'piegādes', 'opcijas', 'ķīniešu', 'ēdieniem']"
37,lv-LV,train,es gribētu kādu kariju līdzņemšanai vai ir kādi ieteikumi,"['es', 'gribētu', 'kādu', 'kariju', 'līdzņemšanai', 'vai', 'ir', 'kādi', 'ieteikumi']"
38,lv-LV,train,es gribu kaut ko ar kariju līdzņemšanai vai ir kādi ieteikumi ollij,"['es', 'gribu', 'kaut', 'ko', 'ar', 'kariju', 'līdzņemšanai', 'vai', 'ir', 'kādi', 'ieteikumi', 'ollij']"
39,lv-LV,train,atrodi manus taizemiešu ēdienus līdzņemšanai vecrīgas apkārtnē,"['atrodi', 'manus', 'taizemiešu', 'ēdienus', 'līdzņemšanai', 'vecrīgas', 'apkārtnē']"
40,lv-LV,train,apturi modinātāju septiņiem no rīta,"['apturi', 'modinātāju', 'septiņiem', 'no', 'rīta']"
41,lv-LV,train,lūdzu nosauc spēkā esošos modinātājus,"['lūdzu', 'nosauc', 'spēkā', 'esošos', 'modinātājus']"
42,lv-LV,train,kas šodien notiek futbolā,"['kas', 'šodien', 'notiek', 'futbolā']"
43,lv-LV,train,lūdzu atskaņo miglas rīts no intars busulis,"['lūdzu', 'atskaņo', 'miglas', 'rīts', 'no', 'intars', 'busulis']"
44,lv-LV,train,man patīk roka mūzika,"['man', 'patīk', 'roka', 'mūzika']"
45,lv-LV,train,mana mīļākā mūzikas grupa ir līvi,"['mana', 'mīļākā', 'mūzikas', 'grupa', 'ir', 'līvi']"
46,lv-LV,train,sāc atskaņot mūziku no izlases,"['sāc', 'atskaņot', 'mūziku', 'no', 'izlases']"
47,lv-LV,train,lūdzu atskaņo manu labāko mūziku,"['lūdzu', 'atskaņo', 'manu', 'labāko', 'mūziku']"
48,lv-LV,train,kurš ir šīs mūzikas autors,"['kurš', 'ir', 'šīs', 'mūzikas', 'autors']"
49,lv-LV,train,kas tas par albumu no kura ir šī dziesma,"['kas', 'tas', 'par', 'albumu', 'no', 'kura', 'ir', 'šī', 'dziesma']"
50,lv-LV,train,ollij man tiešām patīk šī dziesma,"['ollij', 'man', 'tiešām', 'patīk', 'šī', 'dziesma']"
51,lv-LV,train,šī dziesma ko tu atskaņo ir burvīga,"['šī', 'dziesma', 'ko', 'tu', 'atskaņo', 'ir', 'burvīga']"
52,lv-LV,train,šī dziesma ir viena no labākajām man,"['šī', 'dziesma', 'ir', 'viena', 'no', 'labākajām', 'man']"
53,lv-LV,train,padarīt gaismas spilgtākas,"['padarīt', 'gaismas', 'spilgtākas']"
54,lv-LV,train,lūdzu ieslēdz maksimālo apgaismojumu,"['lūdzu', 'ieslēdz', 'maksimālo', 'apgaismojumu']"
55,lv-LV,train,čau ieslēdz robotu putekļusūcēju,"['čau', 'ieslēdz', 'robotu', 'putekļusūcēju']"
56,lv-LV,train,ieslēgt tīrīšanas robotu,"['ieslēgt', 'tīrīšanas', 'robotu']"
57,lv-LV,train,lūdzu pasūti vakariņām suši,"['lūdzu', 'pasūti', 'vakariņām', 'suši']"
58,lv-LV,train,sveiki es gribētu lai tu pasūti burgeru,"['sveiki', 'es', 'gribētu', 'lai', 'tu', 'pasūti', 'burgeru']"
59,lv-LV,train,vai es varu pasūtīt vakariņas līdzņemšanai no il patio,"['vai', 'es', 'varu', 'pasūtīt', 'vakariņas', 'līdzņemšanai', 'no', 'il', 'patio']"
60,lv-LV,train,vai vincents piedāvā līdzņemšanai,"['vai', 'vincents', 'piedāvā', 'līdzņemšanai']"
61,lv-LV,train,uzliec modinātāju uz divpadsmitiem,"['uzliec', 'modinātāju', 'uz', 'divpadsmitiem']"
62,lv-LV,train,uzliec modinātāju lai skan četrdesmit minūtes no šī brīža,"['uzliec', 'modinātāju', 'lai', 'skan', 'četrdesmit', 'minūtes', 'no', 'šī', 'brīža']"
63,lv-LV,train,katru darba dienu uzliec modinātāju uz astoņiem,"['katru', 'darba', 'dienu', 'uzliec', 'modinātāju', 'uz', 'astoņiem']"
64,lv-LV,train,vai līst,"['vai', 'līst']"
65,lv-LV,train,vai līs,"['vai', 'līs']"
66,lv-LV,train,vai pašlaik snieg,"['vai', 'pašlaik', 'snieg']"
67,lv-LV,train,kāda ir šīs nedēļas laika prognoze,"['kāda', 'ir', 'šīs', 'nedēļas', 'laika', 'prognoze']"
68,lv-LV,train,parādi man latvijas mediju ziņas,"['parādi', 'man', 'latvijas', 'mediju', 'ziņas']"
69,lv-LV,train,kādi ir jaunumi l. t. v. viens ziņās,"['kādi', 'ir', 'jaunumi', 'l.', 't.', 'v.', 'viens', 'ziņās']"
70,lv-LV,train,kādas ir jaunākās l. s. m. ziņas,"['kādas', 'ir', 'jaunākās', 'l.', 's.', 'm.', 'ziņas']"
71,lv-LV,train,atskaņo dziesmu kura man patīk,"['atskaņo', 'dziesmu', 'kura', 'man', 'patīk']"
72,lv-LV,train,atskaņot prāta vētra,"['atskaņot', 'prāta', 'vētra']"
73,lv-LV,train,uzliec kaut ko no līviem,"['uzliec', 'kaut', 'ko', 'no', 'līviem']"
74,lv-LV,train,atskaņo jauktā secībā šo dziesmu sarakstu,"['atskaņo', 'jauktā', 'secībā', 'šo', 'dziesmu', 'sarakstu']"
75,lv-LV,train,kas tiek atskaņots,"['kas', 'tiek', 'atskaņots']"
76,lv-LV,train,kas ir šī mūzika,"['kas', 'ir', 'šī', 'mūzika']"
77,lv-LV,train,pasaki man šīs dziesmas mākslinieku,"['pasaki', 'man', 'šīs', 'dziesmas', 'mākslinieku']"
78,lv-LV,train,liec man smieties,"['liec', 'man', 'smieties']"
79,lv-LV,train,olly liec man smieties,"['olly', 'liec', 'man', 'smieties']"
80,lv-LV,train,izstāsti man labu joku,"['izstāsti', 'man', 'labu', 'joku']"
81,lv-LV,train,iztāsti man joku,"['iztāsti', 'man', 'joku']"
82,lv-LV,train,alexa pastāsti man joku,"['alexa', 'pastāsti', 'man', 'joku']"
83,lv-LV,train,uzlabo man garastāvokli,"['uzlabo', 'man', 'garastāvokli']"
84,lv-LV,train,pasaki man par šodienu,"['pasaki', 'man', 'par', 'šodienu']"
85,lv-LV,train,pasūti picu,"['pasūti', 'picu']"
86,lv-LV,train,pasūti man kvasu no cido,"['pasūti', 'man', 'kvasu', 'no', 'cido']"
87,lv-LV,train,kad pienāks mans pasūtījums,"['kad', 'pienāks', 'mans', 'pasūtījums']"
88,lv-LV,train,cik ilgi līdz manam pasūtījumam līdzņemšanai,"['cik', 'ilgi', 'līdz', 'manam', 'pasūtījumam', 'līdzņemšanai']"
89,lv-LV,train,saules picas piegādes statuss,"['saules', 'picas', 'piegādes', 'statuss']"
90,lv-LV,train,kas tiek atskaņots,"['kas', 'tiek', 'atskaņots']"
91,lv-LV,train,pasaki man šīs dziesmas nosaukumu,"['pasaki', 'man', 'šīs', 'dziesmas', 'nosaukumu']"
92,lv-LV,train,atskaņo manu džeza atskaņošanas sarakstu,"['atskaņo', 'manu', 'džeza', 'atskaņošanas', 'sarakstu']"
93,lv-LV,train,sākt manu džeza atskaņošanas sarakstu,"['sākt', 'manu', 'džeza', 'atskaņošanas', 'sarakstu']"
94,lv-LV,train,atskaņot manu mīļāko atskaņošanas sarakstu,"['atskaņot', 'manu', 'mīļāko', 'atskaņošanas', 'sarakstu']"
95,lv-LV,train,tā ir laba dziesma,"['tā', 'ir', 'laba', 'dziesma']"
96,lv-LV,train,man tas nepatīk,"['man', 'tas', 'nepatīk']"
97,lv-LV,train,man tas patīk,"['man', 'tas', 'patīk']"
98,lv-LV,train,man patīk džezs,"['man', 'patīk', 'džezs']"
99,lv-LV,train,vai vari man uzlikt kādu džezu,"['vai', 'vari', 'man', 'uzlikt', 'kādu', 'džezu']"
100,lv-LV,train,šī dziesma bija ļoti laba,"['šī', 'dziesma', 'bija', 'ļoti', 'laba']"
101,lv-LV,train,nomaini skaļumu,"['nomaini', 'skaļumu']"
102,lv-LV,train,ieslēgt atskaņošanu jauktā secībā,"['ieslēgt', 'atskaņošanu', 'jauktā', 'secībā']"
103,lv-LV,train,saglabāt iestatījumus,"['saglabāt', 'iestatījumus']"
104,lv-LV,train,iestati spožumu uz piecdesmit procentiem,"['iestati', 'spožumu', 'uz', 'piecdesmit', 'procentiem']"
105,lv-LV,train,samazini spilgtumu,"['samazini', 'spilgtumu']"
106,lv-LV,train,samazināt spožumu,"['samazināt', 'spožumu']"
107,lv-LV,train,samazināt spilgtumu,"['samazināt', 'spilgtumu']"
108,lv-LV,train,samazini gaismu,"['samazini', 'gaismu']"
109,lv-LV,train,ollij padari blāvākas gaismas,"['ollij', 'padari', 'blāvākas', 'gaismas']"
110,lv-LV,train,uztaisi man kafiju,"['uztaisi', 'man', 'kafiju']"
111,lv-LV,train,olly uztaisi man kafiju,"['olly', 'uztaisi', 'man', 'kafiju']"
112,lv-LV,train,man vajag kafiju,"['man', 'vajag', 'kafiju']"
113,lv-LV,train,es vēlētos kafiju tagad,"['es', 'vēlētos', 'kafiju', 'tagad']"
114,lv-LV,train,kā tev klājas,"['kā', 'tev', 'klājas']"
115,lv-LV,train,uzlikt modinātāju uz desmitiem no rīta,"['uzlikt', 'modinātāju', 'uz', 'desmitiem', 'no', 'rīta']"
116,lv-LV,train,pastāsti man par jaunākajām tehnoloģiju ziņām,"['pastāsti', 'man', 'par', 'jaunākajām', 'tehnoloģiju', 'ziņām']"
117,lv-LV,train,izstāsti man jaunākās tehnoloģiju ziņas,"['izstāsti', 'man', 'jaunākās', 'tehnoloģiju', 'ziņas']"
118,lv-LV,train,pasaki kāds laiks ārā,"['pasaki', 'kāds', 'laiks', 'ārā']"
119,lv-LV,train,kādi tagad ir laikapstākļi,"['kādi', 'tagad', 'ir', 'laikapstākļi']"
120,lv-LV,train,vai tagad līst,"['vai', 'tagad', 'līst']"
121,lv-LV,train,ieslēgt manu maikla džeksona atskaņošanas sarakstu,"['ieslēgt', 'manu', 'maikla', 'džeksona', 'atskaņošanas', 'sarakstu']"
122,lv-LV,train,atskaņot jānis stībelis no mana atskaņošanas saraksta,"['atskaņot', 'jānis', 'stībelis', 'no', 'mana', 'atskaņošanas', 'saraksta']"
123,lv-LV,train,atskaņo sekundes no mana mīļākā atskaņošanas saraksta,"['atskaņo', 'sekundes', 'no', 'mana', 'mīļākā', 'atskaņošanas', 'saraksta']"
124,lv-LV,train,pagriez lielāku skaļumu,"['pagriez', 'lielāku', 'skaļumu']"
125,lv-LV,train,ieslēdz kontaktdakšu,"['ieslēdz', 'kontaktdakšu']"
126,lv-LV,train,ieslēdz kontaktdakšu,"['ieslēdz', 'kontaktdakšu']"
127,lv-LV,train,ieslēdz manu kontaktu,"['ieslēdz', 'manu', 'kontaktu']"
128,lv-LV,train,pastāsti man joku,"['pastāsti', 'man', 'joku']"
129,lv-LV,train,vai tu zini kādu joku,"['vai', 'tu', 'zini', 'kādu', 'joku']"
130,lv-LV,train,cik ir pulkstenis,"['cik', 'ir', 'pulkstenis']"
131,lv-LV,train,pasaki man laiku,"['pasaki', 'man', 'laiku']"
132,lv-LV,train,vai picu meistars piedāvā līdzņemšanai,"['vai', 'picu', 'meistars', 'piedāvā', 'līdzņemšanai']"
133,lv-LV,train,vai mana mīļākā picas vieta piedāvā līdzņemšanai,"['vai', 'mana', 'mīļākā', 'picas', 'vieta', 'piedāvā', 'līdzņemšanai']"
134,lv-LV,train,vai es varu pasūtīt līdzņemšanai no spāņu vietas,"['vai', 'es', 'varu', 'pasūtīt', 'līdzņemšanai', 'no', 'spāņu', 'vietas']"
135,lv-LV,train,noņem modinātāju,"['noņem', 'modinātāju']"
136,lv-LV,train,parādi man signālus ko es esmu uzlicis,"['parādi', 'man', 'signālus', 'ko', 'es', 'esmu', 'uzlicis']"
137,lv-LV,train,vai man ir kāds modinātājs,"['vai', 'man', 'ir', 'kāds', 'modinātājs']"
138,lv-LV,train,parādi modinātājpulksteņus,"['parādi', 'modinātājpulksteņus']"
139,lv-LV,train,kādi ir laikapstākļi ogrē,"['kādi', 'ir', 'laikapstākļi', 'ogrē']"
140,lv-LV,train,pasaki kāds laiks ir dobelē,"['pasaki', 'kāds', 'laiks', 'ir', 'dobelē']"
141,lv-LV,train,lūdzu uztaisi gaismas lasīšanas draudzīgas,"['lūdzu', 'uztaisi', 'gaismas', 'lasīšanas', 'draudzīgas']"
142,lv-LV,train,ieslēdz acīm draudzīgu gaismu,"['ieslēdz', 'acīm', 'draudzīgu', 'gaismu']"
143,lv-LV,train,padari istabu gaišāku,"['padari', 'istabu', 'gaišāku']"
144,lv-LV,train,un sākās gaisma,"['un', 'sākās', 'gaisma']"
145,lv-LV,train,kāds šodien ir datums,"['kāds', 'šodien', 'ir', 'datums']"
146,lv-LV,train,kas šodien ir par dienu,"['kas', 'šodien', 'ir', 'par', 'dienu']"
147,lv-LV,train,pasaki man datumu,"['pasaki', 'man', 'datumu']"
148,lv-LV,train,vai naukšēnos ārā līst,"['vai', 'naukšēnos', 'ārā', 'līst']"
149,lv-LV,train,nomaini gaismas uz zaļām,"['nomaini', 'gaismas', 'uz', 'zaļām']"
150,lv-LV,train,pievieno šo dziesmu manu mīļāko sarakstam,"['pievieno', 'šo', 'dziesmu', 'manu', 'mīļāko', 'sarakstam']"
151,lv-LV,train,kas ir šī dziesma,"['kas', 'ir', 'šī', 'dziesma']"
152,lv-LV,train,olly gaismas izslēgtas,"['olly', 'gaismas', 'izslēgtas']"
153,lv-LV,train,izslēdz gaismas,"['izslēdz', 'gaismas']"
154,lv-LV,train,iztīri grīdu lūdzu,"['iztīri', 'grīdu', 'lūdzu']"
155,lv-LV,train,ieslēgt rozeti rīsu gatavotājam,"['ieslēgt', 'rozeti', 'rīsu', 'gatavotājam']"
156,lv-LV,train,izslēdz rīsu gatavotāja kontaktu,"['izslēdz', 'rīsu', 'gatavotāja', 'kontaktu']"
157,lv-LV,train,vai tu man varētu lūdzu palīdzēt pasūtīt kādu suši no bolt food,"['vai', 'tu', 'man', 'varētu', 'lūdzu', 'palīdzēt', 'pasūtīt', 'kādu', 'suši', 'no', 'bolt', 'food']"
158,lv-LV,train,uzliec atgādinājumu četros pēcpusdienā,"['uzliec', 'atgādinājumu', 'četros', 'pēcpusdienā']"
159,lv-LV,train,ollij pabrīdini mani trijos pēcpusdienā par došanos uz koncertu,"['ollij', 'pabrīdini', 'mani', 'trijos', 'pēcpusdienā', 'par', 'došanos', 'uz', 'koncertu']"
160,lv-LV,train,pabrīdini mani piecpadsmitos par to ka jāaiziet uz koncertu,"['pabrīdini', 'mani', 'piecpadsmitos', 'par', 'to', 'ka', 'jāaiziet', 'uz', 'koncertu']"
161,lv-LV,train,vai man ir uzlikts modinātāja signāls manam rīta lidojumam,"['vai', 'man', 'ir', 'uzlikts', 'modinātāja', 'signāls', 'manam', 'rīta', 'lidojumam']"
162,lv-LV,train,vai ir uzlikti kādi modinātāji,"['vai', 'ir', 'uzlikti', 'kādi', 'modinātāji']"
163,lv-LV,train,vai barselonā līst,"['vai', 'barselonā', 'līst']"
164,lv-LV,train,vai šodien līs,"['vai', 'šodien', 'līs']"
165,lv-LV,train,kāds ir ārā,"['kāds', 'ir', 'ārā']"
166,lv-LV,train,kas notiek pasaulē,"['kas', 'notiek', 'pasaulē']"
167,lv-LV,train,kas notiek kembridžā,"['kas', 'notiek', 'kembridžā']"
168,lv-LV,train,parādi man kādus jaunumus no b. b. c.,"['parādi', 'man', 'kādus', 'jaunumus', 'no', 'b.', 'b.', 'c.']"
169,lv-LV,train,olly parādi man kādas ziņas no l. s. m.,"['olly', 'parādi', 'man', 'kādas', 'ziņas', 'no', 'l.', 's.', 'm.']"
170,lv-LV,train,atskaņo l. s. m. ziņas,"['atskaņo', 'l.', 's.', 'm.', 'ziņas']"
171,lv-LV,train,ollij delfi ziņas,"['ollij', 'delfi', 'ziņas']"
172,lv-LV,train,atskaņo man kaut ko no hiphopa,"['atskaņo', 'man', 'kaut', 'ko', 'no', 'hiphopa']"
173,lv-LV,train,nāves metālu tagad,"['nāves', 'metālu', 'tagad']"
174,lv-LV,train,olly kāda mūzika man parasti patīk pēc darba,"['olly', 'kāda', 'mūzika', 'man', 'parasti', 'patīk', 'pēc', 'darba']"
175,lv-LV,train,olly atskaņo mūziku no mana mīļākā pianista,"['olly', 'atskaņo', 'mūziku', 'no', 'mana', 'mīļākā', 'pianista']"
176,lv-LV,train,tu esi pārāk skaļš,"['tu', 'esi', 'pārāk', 'skaļš']"
177,lv-LV,train,es tevi knapi dzirdu olly,"['es', 'tevi', 'knapi', 'dzirdu', 'olly']"
178,lv-LV,train,padari gaismas zilas,"['padari', 'gaismas', 'zilas']"
179,lv-LV,train,liec gaismām spīdēt zilā krāsā,"['liec', 'gaismām', 'spīdēt', 'zilā', 'krāsā']"
180,lv-LV,train,ollij arlabunakti izslēdz gaismas,"['ollij', 'arlabunakti', 'izslēdz', 'gaismas']"
181,lv-LV,train,šeit ir briesmīgi tumšs,"['šeit', 'ir', 'briesmīgi', 'tumšs']"
182,lv-LV,train,padari gaismas spilgtākas,"['padari', 'gaismas', 'spilgtākas']"
183,lv-LV,train,olly ir pārāk tumšs es pat nevaru redzēt savas rokas,"['olly', 'ir', 'pārāk', 'tumšs', 'es', 'pat', 'nevaru', 'redzēt', 'savas', 'rokas']"
184,lv-LV,train,cik ir pulkstenis,"['cik', 'ir', 'pulkstenis']"
185,lv-LV,train,kas ir šī dziesma,"['kas', 'ir', 'šī', 'dziesma']"
186,lv-LV,train,olly kas ir šī dziesma,"['olly', 'kas', 'ir', 'šī', 'dziesma']"
187,lv-LV,train,ko dziedātājs domāja ar dziesmas nosaukumu kalniem pāri,"['ko', 'dziedātājs', 'domāja', 'ar', 'dziesmas', 'nosaukumu', 'kalniem', 'pāri']"
188,lv-LV,train,kurš iedziedāja dziesmu svētku diena,"['kurš', 'iedziedāja', 'dziesmu', 'svētku', 'diena']"
189,lv-LV,train,kādi ir laikapstākļi rīgā,"['kādi', 'ir', 'laikapstākļi', 'rīgā']"
190,lv-LV,train,kāds ir laiks minskā,"['kāds', 'ir', 'laiks', 'minskā']"
191,lv-LV,train,kāds ir brexit sarunu pašreizējais stāvoklis,"['kāds', 'ir', 'brexit', 'sarunu', 'pašreizējais', 'stāvoklis']"
192,lv-LV,train,kurš uzvarēs nākamajās vēlēšanās francijā,"['kurš', 'uzvarēs', 'nākamajās', 'vēlēšanās', 'francijā']"
193,lv-LV,train,vai svētdien ir gaidāma saule,"['vai', 'svētdien', 'ir', 'gaidāma', 'saule']"
194,lv-LV,train,vai līs vakarā,"['vai', 'līs', 'vakarā']"
195,lv-LV,train,vai rīt būs vējains,"['vai', 'rīt', 'būs', 'vējains']"
196,lv-LV,train,paspilgtini lampu blakus dīvānam,"['paspilgtini', 'lampu', 'blakus', 'dīvānam']"
197,lv-LV,train,padari spilgtākas gaismas,"['padari', 'spilgtākas', 'gaismas']"
198,lv-LV,train,cik tagad ir pulkstens maskavā,"['cik', 'tagad', 'ir', 'pulkstens', 'maskavā']"
199,lv-LV,train,izsūkt virtuvi,"['izsūkt', 'virtuvi']"
200,lv-LV,train,kas notiek pasaulē,"['kas', 'notiek', 'pasaulē']"
201,lv-LV,train,pastāsti man ziņas,"['pastāsti', 'man', 'ziņas']"
202,lv-LV,train,kāda ir laika prognoze šodienai,"['kāda', 'ir', 'laika', 'prognoze', 'šodienai']"
203,lv-LV,train,kāds laiks,"['kāds', 'laiks']"
204,lv-LV,train,čau ko taisies darīt,"['čau', 'ko', 'taisies', 'darīt']"
205,lv-LV,train,kā tev klājas,"['kā', 'tev', 'klājas']"
206,lv-LV,train,labrīt kā sokās,"['labrīt', 'kā', 'sokās']"
207,lv-LV,train,pasūti picu no picu pagraba,"['pasūti', 'picu', 'no', 'picu', 'pagraba']"
208,lv-LV,train,es gribētu apēst suši vai tu vari man pasūtīt pusdienas,"['es', 'gribētu', 'apēst', 'suši', 'vai', 'tu', 'vari', 'man', 'pasūtīt', 'pusdienas']"
209,lv-LV,train,alexa es gribētu apēst suši vai tu vari man pasūtīt pusdienas,"['alexa', 'es', 'gribētu', 'apēst', 'suši', 'vai', 'tu', 'vari', 'man', 'pasūtīt', 'pusdienas']"
210,lv-LV,train,pasūti sviestmaizi līdzņemšanai un zupu no itāļiem,"['pasūti', 'sviestmaizi', 'līdzņemšanai', 'un', 'zupu', 'no', 'itāļiem']"
211,lv-LV,train,cik dienas palikušas šajā gadā,"['cik', 'dienas', 'palikušas', 'šajā', 'gadā']"
212,lv-LV,train,palielināt gaišumu par divdesmit procentiem,"['palielināt', 'gaišumu', 'par', 'divdesmit', 'procentiem']"
213,lv-LV,train,iestatīt gaismas uz pilnu jaudu,"['iestatīt', 'gaismas', 'uz', 'pilnu', 'jaudu']"
214,lv-LV,train,klusums,['klusums']
215,lv-LV,train,vai man paņemt lietussargu rītdien,"['vai', 'man', 'paņemt', 'lietussargu', 'rītdien']"
216,lv-LV,train,ieslēgt viedo lādētāju,"['ieslēgt', 'viedo', 'lādētāju']"
217,lv-LV,train,pastāsti man tehnoloģiju ziņas no dienas biznesa,"['pastāsti', 'man', 'tehnoloģiju', 'ziņas', 'no', 'dienas', 'biznesa']"
218,lv-LV,train,laimīgs,['laimīgs']
219,lv-LV,train,vakars,['vakars']
220,lv-LV,train,svētdiena,['svētdiena']
221,lv-LV,train,klusāk,['klusāk']
222,lv-LV,train,klusums,['klusums']
223,lv-LV,train,es vēlos zināt kāds rīgā laiks,"['es', 'vēlos', 'zināt', 'kāds', 'rīgā', 'laiks']"
224,lv-LV,train,vai vidzemes augstienē snieg,"['vai', 'vidzemes', 'augstienē', 'snieg']"
225,lv-LV,train,ej man vajag kafiju tagad,"['ej', 'man', 'vajag', 'kafiju', 'tagad']"
226,lv-LV,train,es šodien palīdzēju nabadzīgam trūkumcietējam ollij,"['es', 'šodien', 'palīdzēju', 'nabadzīgam', 'trūkumcietējam', 'ollij']"
227,lv-LV,train,ieslēdz kafijas automātu,"['ieslēdz', 'kafijas', 'automātu']"
228,lv-LV,train,uztaisi man tagad kafiju,"['uztaisi', 'man', 'tagad', 'kafiju']"
229,lv-LV,train,kāds rīt būs laiks,"['kāds', 'rīt', 'būs', 'laiks']"
230,lv-LV,train,kādas ir rītdienas laika prognozes,"['kādas', 'ir', 'rītdienas', 'laika', 'prognozes']"
231,lv-LV,train,vai rīt būs sniegs,"['vai', 'rīt', 'būs', 'sniegs']"
232,lv-LV,train,uzzini vai restorāns pieņem pasūtījumus līdzņemšanai,"['uzzini', 'vai', 'restorāns', 'pieņem', 'pasūtījumus', 'līdzņemšanai']"
233,lv-LV,train,sameklē vai restorāns piedāvā līdzņemšanai,"['sameklē', 'vai', 'restorāns', 'piedāvā', 'līdzņemšanai']"
234,lv-LV,train,vai ir līdzņemšanas ēdienkarte restorānā,"['vai', 'ir', 'līdzņemšanas', 'ēdienkarte', 'restorānā']"
235,lv-LV,train,kura diena ir divdesmit devītais marts,"['kura', 'diena', 'ir', 'divdesmit', 'devītais', 'marts']"
236,lv-LV,train,kāds ir mans nākošais paziņojums,"['kāds', 'ir', 'mans', 'nākošais', 'paziņojums']"
