,locale,partition,utt,tokens
25,sl-SL,train,preveri če moj prenosnik dela,"['preveri', 'če', 'moj', 'prenosnik', 'dela']"
26,sl-SL,train,ali se svetlost mojega ekrana zmanjšuje,"['ali', 'se', 'svetlost', 'mojega', 'ekrana', 'zmanjšuje']"
27,sl-SL,train,moram imeti vključee lokacijske storitve ali lahko preveriš,"['moram', 'imeti', 'vključee', 'lokacijske', 'storitve', 'ali', 'lahko', 'preveriš']"
28,sl-SL,train,preveri stanje moje porabe elektrike,"['preveri', 'stanje', 'moje', 'porabe', 'elektrike']"
29,sl-SL,train,nisem utrujena pravzaprav sem vesela,"['nisem', 'utrujena', 'pravzaprav', 'sem', 'vesela']"
30,sl-SL,train,olly nisem utrujen pravzaprav sem vesel,"['olly', 'nisem', 'utrujen', 'pravzaprav', 'sem', 'vesel']"
31,sl-SL,train,kaj se dogaja,"['kaj', 'se', 'dogaja']"
32,sl-SL,train,povej mi koliko je ura v moskvi,"['povej', 'mi', 'koliko', 'je', 'ura', 'v', 'moskvi']"
33,sl-SL,train,povej mi koliko je ura za g. m. t. plus pet,"['povej', 'mi', 'koliko', 'je', 'ura', 'za', 'g.', 'm.', 't.', 'plus', 'pet']"
34,sl-SL,train,olly naredi seznam najbolj ocenjenih možnostih dostave za kitajsko hrano,"['olly', 'naredi', 'seznam', 'najbolj', 'ocenjenih', 'možnostih', 'dostave', 'za', 'kitajsko', 'hrano']"
35,sl-SL,train,najbolj ocenjena dostava za kitajsko hrano,"['najbolj', 'ocenjena', 'dostava', 'za', 'kitajsko', 'hrano']"
36,sl-SL,train,olly najbolj ocenjene možnosti dostave za kitajsko hrano,"['olly', 'najbolj', 'ocenjene', 'možnosti', 'dostave', 'za', 'kitajsko', 'hrano']"
37,sl-SL,train,rad bi kari za s seboj kakšno priporočilo,"['rad', 'bi', 'kari', 'za', 's', 'seboj', 'kakšno', 'priporočilo']"
38,sl-SL,train,želim kari za s sabo kaj priporočaš olly,"['želim', 'kari', 'za', 's', 'sabo', 'kaj', 'priporočaš', 'olly']"
39,sl-SL,train,najdi tajsko hrano za s seboj okoli centralne tržnice,"['najdi', 'tajsko', 'hrano', 'za', 's', 'seboj', 'okoli', 'centralne', 'tržnice']"
40,sl-SL,train,prekliči alarm sedem zjutraj,"['prekliči', 'alarm', 'sedem', 'zjutraj']"
41,sl-SL,train,prosim naštej aktivne alarme,"['prosim', 'naštej', 'aktivne', 'alarme']"
42,sl-SL,train,kaj se danes dogaja v nogometu,"['kaj', 'se', 'danes', 'dogaja', 'v', 'nogometu']"
43,sl-SL,train,prosim predvajaj yesterday od beatlesov,"['prosim', 'predvajaj', 'yesterday', 'od', 'beatlesov']"
44,sl-SL,train,obožijem rock glasbo,"['obožijem', 'rock', 'glasbo']"
45,sl-SL,train,moja najljubša glasbena skupina je buldožer,"['moja', 'najljubša', 'glasbena', 'skupina', 'je', 'buldožer']"
46,sl-SL,train,začni predvajati glasbo iz najbolj priljubljenih,"['začni', 'predvajati', 'glasbo', 'iz', 'najbolj', 'priljubljenih']"
47,sl-SL,train,prosim predvajaj mojo najboljšo glasbo,"['prosim', 'predvajaj', 'mojo', 'najboljšo', 'glasbo']"
48,sl-SL,train,kdo je avtor glasbe,"['kdo', 'je', 'avtor', 'glasbe']"
49,sl-SL,train,kateri je že tisti album s katerega je trenutna glasba,"['kateri', 'je', 'že', 'tisti', 'album', 's', 'katerega', 'je', 'trenutna', 'glasba']"
50,sl-SL,train,oli res uživam v tej pesmi,"['oli', 'res', 'uživam', 'v', 'tej', 'pesmi']"
51,sl-SL,train,pesem ki jo igraš je čudovita,"['pesem', 'ki', 'jo', 'igraš', 'je', 'čudovita']"
52,sl-SL,train,to je zame ena najboljših pesmi,"['to', 'je', 'zame', 'ena', 'najboljših', 'pesmi']"
53,sl-SL,train,nastavi luči na svetleje,"['nastavi', 'luči', 'na', 'svetleje']"
54,sl-SL,train,nastavi luči na maksimum,"['nastavi', 'luči', 'na', 'maksimum']"
55,sl-SL,train,hej vklopi robotski sesalnik,"['hej', 'vklopi', 'robotski', 'sesalnik']"
56,sl-SL,train,prižgi čistilnega robota,"['prižgi', 'čistilnega', 'robota']"
57,sl-SL,train,prosim naroči suši za večerjo,"['prosim', 'naroči', 'suši', 'za', 'večerjo']"
58,sl-SL,train,živjo rad bi da mi naročiš burger,"['živjo', 'rad', 'bi', 'da', 'mi', 'naročiš', 'burger']"
59,sl-SL,train,ali lahko naročim večerjo za prevzem pri stari pravdi,"['ali', 'lahko', 'naročim', 'večerjo', 'za', 'prevzem', 'pri', 'stari', 'pravdi']"
60,sl-SL,train,ali ima stara pravda hrano za prevzem,"['ali', 'ima', 'stara', 'pravda', 'hrano', 'za', 'prevzem']"
61,sl-SL,train,nastavi alarm ob dvanajstih,"['nastavi', 'alarm', 'ob', 'dvanajstih']"
62,sl-SL,train,nastavi alarm štirideset minut od zdaj,"['nastavi', 'alarm', 'štirideset', 'minut', 'od', 'zdaj']"
63,sl-SL,train,nastavi alarm za osem vsak delovni dan,"['nastavi', 'alarm', 'za', 'osem', 'vsak', 'delovni', 'dan']"
64,sl-SL,train,ali dežuje,"['ali', 'dežuje']"
65,sl-SL,train,bo deževalo,"['bo', 'deževalo']"
66,sl-SL,train,ali trenutno sneži,"['ali', 'trenutno', 'sneži']"
67,sl-SL,train,kakšno bo vreme ta teden,"['kakšno', 'bo', 'vreme', 'ta', 'teden']"
68,sl-SL,train,povej mi b. b. c. novice,"['povej', 'mi', 'b.', 'b.', 'c.', 'novice']"
69,sl-SL,train,kakšne so novice na rtv slovenija,"['kakšne', 'so', 'novice', 'na', 'rtv', 'slovenija']"
70,sl-SL,train,kaj so najnovejše novice na r. t. v. slovenija,"['kaj', 'so', 'najnovejše', 'novice', 'na', 'r.', 't.', 'v.', 'slovenija']"
71,sl-SL,train,predvajaj pesem ki mi je všeč,"['predvajaj', 'pesem', 'ki', 'mi', 'je', 'všeč']"
72,sl-SL,train,predvajaj daft punk,"['predvajaj', 'daft', 'punk']"
73,sl-SL,train,predvajaj nekaj od skupine čuki,"['predvajaj', 'nekaj', 'od', 'skupine', 'čuki']"
74,sl-SL,train,premešaj ta seznam predvajanja,"['premešaj', 'ta', 'seznam', 'predvajanja']"
75,sl-SL,train,kaj se predvaja,"['kaj', 'se', 'predvaja']"
76,sl-SL,train,katera glasba je to,"['katera', 'glasba', 'je', 'to']"
77,sl-SL,train,povej mi avtorja te pesmi,"['povej', 'mi', 'avtorja', 'te', 'pesmi']"
78,sl-SL,train,zasmej se,"['zasmej', 'se']"
79,sl-SL,train,olly nasmej me,"['olly', 'nasmej', 'me']"
80,sl-SL,train,povej mi dobro šalo,"['povej', 'mi', 'dobro', 'šalo']"
81,sl-SL,train,povej mi šalo,"['povej', 'mi', 'šalo']"
82,sl-SL,train,povej mi šalo,"['povej', 'mi', 'šalo']"
83,sl-SL,train,razveseli me,"['razveseli', 'me']"
84,sl-SL,train,povej mi kako je bilo danes,"['povej', 'mi', 'kako', 'je', 'bilo', 'danes']"
85,sl-SL,train,naroči pico,"['naroči', 'pico']"
86,sl-SL,train,naroči mi sarmo na woltu,"['naroči', 'mi', 'sarmo', 'na', 'woltu']"
87,sl-SL,train,kdaj prihaja moje naročilo,"['kdaj', 'prihaja', 'moje', 'naročilo']"
88,sl-SL,train,kako dolgo do moje dostave,"['kako', 'dolgo', 'do', 'moje', 'dostave']"
89,sl-SL,train,picerija botana status dostave,"['picerija', 'botana', 'status', 'dostave']"
90,sl-SL,train,kaj se predvaja,"['kaj', 'se', 'predvaja']"
91,sl-SL,train,povej mi ime pesmi,"['povej', 'mi', 'ime', 'pesmi']"
92,sl-SL,train,igraj moj jazz glasbeni seznam,"['igraj', 'moj', 'jazz', 'glasbeni', 'seznam']"
93,sl-SL,train,začni predvajati moj seznam predvajanja jazz,"['začni', 'predvajati', 'moj', 'seznam', 'predvajanja', 'jazz']"
94,sl-SL,train,igraj mojo najljubšo glasbo,"['igraj', 'mojo', 'najljubšo', 'glasbo']"
95,sl-SL,train,to je dobra pesem,"['to', 'je', 'dobra', 'pesem']"
96,sl-SL,train,ni mi všeč,"['ni', 'mi', 'všeč']"
97,sl-SL,train,obožujem jo,"['obožujem', 'jo']"
98,sl-SL,train,rada imam jazz,"['rada', 'imam', 'jazz']"
99,sl-SL,train,lahko predvajaš nekaj džeza,"['lahko', 'predvajaš', 'nekaj', 'džeza']"
100,sl-SL,train,ta pesem je bila zelo dobra,"['ta', 'pesem', 'je', 'bila', 'zelo', 'dobra']"
101,sl-SL,train,spremeni glasnost,"['spremeni', 'glasnost']"
102,sl-SL,train,omogoči naključno predvajanje,"['omogoči', 'naključno', 'predvajanje']"
103,sl-SL,train,shrani nastavitve,"['shrani', 'nastavitve']"
104,sl-SL,train,nastavi svetlost na petdeset odstotkov,"['nastavi', 'svetlost', 'na', 'petdeset', 'odstotkov']"
105,sl-SL,train,zmanjšaj svetlobo,"['zmanjšaj', 'svetlobo']"
106,sl-SL,train,zmanjšaj svetlost,"['zmanjšaj', 'svetlost']"
107,sl-SL,train,zmanjšaj svetlost,"['zmanjšaj', 'svetlost']"
108,sl-SL,train,zatemni luči,"['zatemni', 'luči']"
109,sl-SL,train,olly zatemni luči,"['olly', 'zatemni', 'luči']"
110,sl-SL,train,pripravi mi kavo,"['pripravi', 'mi', 'kavo']"
111,sl-SL,train,olly pripravi mi kavo,"['olly', 'pripravi', 'mi', 'kavo']"
112,sl-SL,train,rabim kavo,"['rabim', 'kavo']"
113,sl-SL,train,zdaj si želim kavo,"['zdaj', 'si', 'želim', 'kavo']"
114,sl-SL,train,kako si,"['kako', 'si']"
115,sl-SL,train,nastavi alarm ob desetih dopoldne,"['nastavi', 'alarm', 'ob', 'desetih', 'dopoldne']"
116,sl-SL,train,povej mi najnovejše tehnološke novice,"['povej', 'mi', 'najnovejše', 'tehnološke', 'novice']"
117,sl-SL,train,povej mi najnovejše tehnološke novice,"['povej', 'mi', 'najnovejše', 'tehnološke', 'novice']"
118,sl-SL,train,povej mi kakšno je vreme,"['povej', 'mi', 'kakšno', 'je', 'vreme']"
119,sl-SL,train,kakšno je trenutno vreme,"['kakšno', 'je', 'trenutno', 'vreme']"
120,sl-SL,train,ali trenutno dežuje,"['ali', 'trenutno', 'dežuje']"
121,sl-SL,train,prižgi moj seznam predvajanja jana plestenjaka,"['prižgi', 'moj', 'seznam', 'predvajanja', 'jana', 'plestenjaka']"
122,sl-SL,train,predvajaj michaela jacksona z mojega seznama predvajanja,"['predvajaj', 'michaela', 'jacksona', 'z', 'mojega', 'seznama', 'predvajanja']"
123,sl-SL,train,igraj zadnjo pesem mojega najljubšega glasbenega seznama,"['igraj', 'zadnjo', 'pesem', 'mojega', 'najljubšega', 'glasbenega', 'seznama']"
124,sl-SL,train,povečaj glasnost,"['povečaj', 'glasnost']"
125,sl-SL,train,prižgi vtičnico,"['prižgi', 'vtičnico']"
126,sl-SL,train,vklopi vtič,"['vklopi', 'vtič']"
127,sl-SL,train,vklopi moj vtikač,"['vklopi', 'moj', 'vtikač']"
128,sl-SL,train,povej mi nekaj vicev,"['povej', 'mi', 'nekaj', 'vicev']"
129,sl-SL,train,ali poznaš kakšen vic,"['ali', 'poznaš', 'kakšen', 'vic']"
130,sl-SL,train,koliko je ura,"['koliko', 'je', 'ura']"
131,sl-SL,train,povej mi koliko je ura,"['povej', 'mi', 'koliko', 'je', 'ura']"
132,sl-SL,train,ali ma oliva hrano za s sabo,"['ali', 'ma', 'oliva', 'hrano', 'za', 's', 'sabo']"
133,sl-SL,train,ali nudi moja najljubša picerija dostavo na dom,"['ali', 'nudi', 'moja', 'najljubša', 'picerija', 'dostavo', 'na', 'dom']"
134,sl-SL,train,ali lahko naročim hrano za s sabo iz mehiške restavracije,"['ali', 'lahko', 'naročim', 'hrano', 'za', 's', 'sabo', 'iz', 'mehiške', 'restavracije']"
135,sl-SL,train,odstrani alarm,"['odstrani', 'alarm']"
136,sl-SL,train,pokaži mi nastavljene alarme,"['pokaži', 'mi', 'nastavljene', 'alarme']"
137,sl-SL,train,ali imam jaz kakšne alarme,"['ali', 'imam', 'jaz', 'kakšne', 'alarme']"
138,sl-SL,train,pokaži alarme,"['pokaži', 'alarme']"
139,sl-SL,train,kakšno je vreme v sežani,"['kakšno', 'je', 'vreme', 'v', 'sežani']"
140,sl-SL,train,povej mi kakšno je vreme v postojni,"['povej', 'mi', 'kakšno', 'je', 'vreme', 'v', 'postojni']"
141,sl-SL,train,prosim naredi luči prijazne za branje,"['prosim', 'naredi', 'luči', 'prijazne', 'za', 'branje']"
142,sl-SL,train,prilagodi luči za gledanje televizije,"['prilagodi', 'luči', 'za', 'gledanje', 'televizije']"
143,sl-SL,train,naredi sobo svetlejšo,"['naredi', 'sobo', 'svetlejšo']"
144,sl-SL,train,in svetloba se je začela,"['in', 'svetloba', 'se', 'je', 'začela']"
145,sl-SL,train,kateri datum je danes,"['kateri', 'datum', 'je', 'danes']"
146,sl-SL,train,kateri datum je danes,"['kateri', 'datum', 'je', 'danes']"
147,sl-SL,train,povej datum,"['povej', 'datum']"
148,sl-SL,train,ali zunaj dežuje olly,"['ali', 'zunaj', 'dežuje', 'olly']"
149,sl-SL,train,spremeni luči na zeleno,"['spremeni', 'luči', 'na', 'zeleno']"
150,sl-SL,train,dodaj to pesem na seznam priljubljenih,"['dodaj', 'to', 'pesem', 'na', 'seznam', 'priljubljenih']"
151,sl-SL,train,katera je ta pesem,"['katera', 'je', 'ta', 'pesem']"
152,sl-SL,train,olly ugasni luči,"['olly', 'ugasni', 'luči']"
153,sl-SL,train,ugasni luči,"['ugasni', 'luči']"
154,sl-SL,train,prosim počisti tla,"['prosim', 'počisti', 'tla']"
155,sl-SL,train,vklopi vtičnico kuhalnika za riž,"['vklopi', 'vtičnico', 'kuhalnika', 'za', 'riž']"
156,sl-SL,train,ugasni posodo za kuhanje riža,"['ugasni', 'posodo', 'za', 'kuhanje', 'riža']"
157,sl-SL,train,lahko prosim naročiš nekaj sušija iz japonske restavracije otoki,"['lahko', 'prosim', 'naročiš', 'nekaj', 'sušija', 'iz', 'japonske', 'restavracije', 'otoki']"
158,sl-SL,train,nastavi alarm ob štirih popoldne,"['nastavi', 'alarm', 'ob', 'štirih', 'popoldne']"
159,sl-SL,train,olly opozori me ob treh popoldne da grem na koncert,"['olly', 'opozori', 'me', 'ob', 'treh', 'popoldne', 'da', 'grem', 'na', 'koncert']"
160,sl-SL,train,opozori me ob treh popoldne da grem na koncert,"['opozori', 'me', 'ob', 'treh', 'popoldne', 'da', 'grem', 'na', 'koncert']"
161,sl-SL,train,ali imam alarm nastavljen za jutranji let,"['ali', 'imam', 'alarm', 'nastavljen', 'za', 'jutranji', 'let']"
162,sl-SL,train,je kakšen alarm,"['je', 'kakšen', 'alarm']"
163,sl-SL,train,ali v izoli dežuje,"['ali', 'v', 'izoli', 'dežuje']"
164,sl-SL,train,ali bo deževalo danes,"['ali', 'bo', 'deževalo', 'danes']"
165,sl-SL,train,kaj se dogaja zunaj,"['kaj', 'se', 'dogaja', 'zunaj']"
166,sl-SL,train,kaj se dogaja po svetu,"['kaj', 'se', 'dogaja', 'po', 'svetu']"
167,sl-SL,train,kaj se dogaja v trbovljah,"['kaj', 'se', 'dogaja', 'v', 'trbovljah']"
168,sl-SL,train,pokaži mi nekaj novic na rtv slo,"['pokaži', 'mi', 'nekaj', 'novic', 'na', 'rtv', 'slo']"
169,sl-SL,train,olly pokaži mi nekaj novic od r. t. v. slovenije,"['olly', 'pokaži', 'mi', 'nekaj', 'novic', 'od', 'r.', 't.', 'v.', 'slovenije']"
170,sl-SL,train,predvajaj novice r. t. v. slovenije,"['predvajaj', 'novice', 'r.', 't.', 'v.', 'slovenije']"
171,sl-SL,train,olly hekerske novice,"['olly', 'hekerske', 'novice']"
172,sl-SL,train,predvajaj mi kakšen hiphop,"['predvajaj', 'mi', 'kakšen', 'hiphop']"
173,sl-SL,train,zdaj predvajaj death metal,"['zdaj', 'predvajaj', 'death', 'metal']"
174,sl-SL,train,oli kateri glasbi najraje prisluhnem po delu,"['oli', 'kateri', 'glasbi', 'najraje', 'prisluhnem', 'po', 'delu']"
175,sl-SL,train,olly predvajaj glasbo mojega najljubšega pianista,"['olly', 'predvajaj', 'glasbo', 'mojega', 'najljubšega', 'pianista']"
176,sl-SL,train,preglasen si,"['preglasen', 'si']"
177,sl-SL,train,nič te ne slišim,"['nič', 'te', 'ne', 'slišim']"
178,sl-SL,train,spremeni luči na modro,"['spremeni', 'luči', 'na', 'modro']"
179,sl-SL,train,nastavi luči na modro svetlobo,"['nastavi', 'luči', 'na', 'modro', 'svetlobo']"
180,sl-SL,train,olly lahko noč ugasni luči,"['olly', 'lahko', 'noč', 'ugasni', 'luči']"
181,sl-SL,train,tu je strašno temno,"['tu', 'je', 'strašno', 'temno']"
182,sl-SL,train,zvišaj jakost osvetlitve luči,"['zvišaj', 'jakost', 'osvetlitve', 'luči']"
183,sl-SL,train,olly pretemno je niti svojih dlani ne vidim,"['olly', 'pretemno', 'je', 'niti', 'svojih', 'dlani', 'ne', 'vidim']"
184,sl-SL,train,koliko je ura,"['koliko', 'je', 'ura']"
185,sl-SL,train,katera pesem je to,"['katera', 'pesem', 'je', 'to']"
186,sl-SL,train,olly katera je ta pesem,"['olly', 'katera', 'je', 'ta', 'pesem']"
187,sl-SL,train,kaj je pevec mislil z naslovom od višine se zvrti,"['kaj', 'je', 'pevec', 'mislil', 'z', 'naslovom', 'od', 'višine', 'se', 'zvrti']"
188,sl-SL,train,kdo je naredil priredbo pesmi poletna noč,"['kdo', 'je', 'naredil', 'priredbo', 'pesmi', 'poletna', 'noč']"
189,sl-SL,train,kakšno je vreme v kopru,"['kakšno', 'je', 'vreme', 'v', 'kopru']"
190,sl-SL,train,kakšno je vreme v šentjerneju,"['kakšno', 'je', 'vreme', 'v', 'šentjerneju']"
191,sl-SL,train,kakšno je trenutno stanje glede pogajanj o brexitu,"['kakšno', 'je', 'trenutno', 'stanje', 'glede', 'pogajanj', 'o', 'brexitu']"
192,sl-SL,train,kdo bo zmagal na naslednjih volitvah v franciji,"['kdo', 'bo', 'zmagal', 'na', 'naslednjih', 'volitvah', 'v', 'franciji']"
193,sl-SL,train,ali pričakuješ sonce v nedeljo,"['ali', 'pričakuješ', 'sonce', 'v', 'nedeljo']"
194,sl-SL,train,ali bo deževalo zvečer,"['ali', 'bo', 'deževalo', 'zvečer']"
195,sl-SL,train,ali bo jutri vetrovno,"['ali', 'bo', 'jutri', 'vetrovno']"
196,sl-SL,train,osvetli luč pri kavču,"['osvetli', 'luč', 'pri', 'kavču']"
197,sl-SL,train,svetilka sveti,"['svetilka', 'sveti']"
198,sl-SL,train,koliko je ura sedaj v moskvi,"['koliko', 'je', 'ura', 'sedaj', 'v', 'moskvi']"
199,sl-SL,train,posesaj kuhinjo,"['posesaj', 'kuhinjo']"
200,sl-SL,train,kaj se dogaja po svetu,"['kaj', 'se', 'dogaja', 'po', 'svetu']"
201,sl-SL,train,povej mi novice,"['povej', 'mi', 'novice']"
202,sl-SL,train,kakšna je napoved za danes,"['kakšna', 'je', 'napoved', 'za', 'danes']"
203,sl-SL,train,kakšno je vreme,"['kakšno', 'je', 'vreme']"
204,sl-SL,train,hej kaj počneš,"['hej', 'kaj', 'počneš']"
205,sl-SL,train,kako si,"['kako', 'si']"
206,sl-SL,train,dobro jutro kaj se dogaja,"['dobro', 'jutro', 'kaj', 'se', 'dogaja']"
207,sl-SL,train,naroči pico iz picerije oliva,"['naroči', 'pico', 'iz', 'picerije', 'oliva']"
208,sl-SL,train,rad bi jedel suši mi lahko naročiš kosilo,"['rad', 'bi', 'jedel', 'suši', 'mi', 'lahko', 'naročiš', 'kosilo']"
209,sl-SL,train,alexa želim si suši ali mi lahko naročiš kosilo,"['alexa', 'želim', 'si', 'suši', 'ali', 'mi', 'lahko', 'naročiš', 'kosilo']"
210,sl-SL,train,naroči sendvič in juho za s sabo iz italijanske restavracije,"['naroči', 'sendvič', 'in', 'juho', 'za', 's', 'sabo', 'iz', 'italijanske', 'restavracije']"
211,sl-SL,train,koliko dni je še ostalo v tem letu,"['koliko', 'dni', 'je', 'še', 'ostalo', 'v', 'tem', 'letu']"
212,sl-SL,train,povišaj svetlost za dvajset procentov,"['povišaj', 'svetlost', 'za', 'dvajset', 'procentov']"
213,sl-SL,train,nastavi luči na največjo moč,"['nastavi', 'luči', 'na', 'največjo', 'moč']"
214,sl-SL,train,utišaj,['utišaj']
215,sl-SL,train,ali naj vzamem jutri dežnik,"['ali', 'naj', 'vzamem', 'jutri', 'dežnik']"
216,sl-SL,train,vklopi pametni polnilnik,"['vklopi', 'pametni', 'polnilnik']"
217,sl-SL,train,povej mi novice o tehnologiji z bloga endgadget,"['povej', 'mi', 'novice', 'o', 'tehnologiji', 'z', 'bloga', 'endgadget']"
218,sl-SL,train,srečen,['srečen']
219,sl-SL,train,večer,['večer']
220,sl-SL,train,nedelja,['nedelja']
221,sl-SL,train,tiše,['tiše']
222,sl-SL,train,tiho,['tiho']
223,sl-SL,train,rad bi vedel kakšno je vreme v novi gorici,"['rad', 'bi', 'vedel', 'kakšno', 'je', 'vreme', 'v', 'novi', 'gorici']"
224,sl-SL,train,ali sneži v ljubljani,"['ali', 'sneži', 'v', 'ljubljani']"
225,sl-SL,train,ja zdaj potrebujem kavo,"['ja', 'zdaj', 'potrebujem', 'kavo']"
226,sl-SL,train,oli danes sem pomagal pomoči potrebnemu,"['oli', 'danes', 'sem', 'pomagal', 'pomoči', 'potrebnemu']"
227,sl-SL,train,vklopi kavni aparat,"['vklopi', 'kavni', 'aparat']"
228,sl-SL,train,pripravi skodelico kave,"['pripravi', 'skodelico', 'kave']"
229,sl-SL,train,kakšno bo vreme jutri,"['kakšno', 'bo', 'vreme', 'jutri']"
230,sl-SL,train,kakšna je jutrišnja vremenska napoved,"['kakšna', 'je', 'jutrišnja', 'vremenska', 'napoved']"
231,sl-SL,train,ali bo jutri sneg,"['ali', 'bo', 'jutri', 'sneg']"
232,sl-SL,train,ugotoci ali restavracija nudi naročilo hrane za s sabo,"['ugotoci', 'ali', 'restavracija', 'nudi', 'naročilo', 'hrane', 'za', 's', 'sabo']"
233,sl-SL,train,poišči ali ima restavracija dostavo,"['poišči', 'ali', 'ima', 'restavracija', 'dostavo']"
234,sl-SL,train,ali ima restavracija meni za dostavo na dom,"['ali', 'ima', 'restavracija', 'meni', 'za', 'dostavo', 'na', 'dom']"
235,sl-SL,train,na kateri dan pade devetindvajseti marec,"['na', 'kateri', 'dan', 'pade', 'devetindvajseti', 'marec']"
236,sl-SL,train,kateri je moj naslednji alarm,"['kateri', 'je', 'moj', 'naslednji', 'alarm']"
237,sl-SL,train,prosim povej mi kdaj imam nastavljene alarme,"['prosim', 'povej', 'mi', 'kdaj', 'imam', 'nastavljene', 'alarme']"
238,sl-SL,train,ob kateri uri je danes nastavljen moj alarm,"['ob', 'kateri', 'uri', 'je', 'danes', 'nastavljen', 'moj', 'alarm']"
239,sl-SL,train,mi lahko poveš koliko je ura,"['mi', 'lahko', 'poveš', 'koliko', 'je', 'ura']"
240,sl-SL,train,predvajaj skladbo osem iz google play glasbe,"['predvajaj', 'skladbo', 'osem', 'iz', 'google', 'play', 'glasbe']"
241,sl-SL,train,predvajaj naključno izbrano skladbo z mojega seznama,"['predvajaj', 'naključno', 'izbrano', 'skladbo', 'z', 'mojega', 'seznama']"
242,sl-SL,train,kateri datum je trenutno,"['kateri', 'datum', 'je', 'trenutno']"
243,sl-SL,train,kaj se dogaja v novicah,"['kaj', 'se', 'dogaja', 'v', 'novicah']"
244,sl-SL,train,želim ugasnjene luči jih lahko ugasneš,"['želim', 'ugasnjene', 'luči', 'jih', 'lahko', 'ugasneš']"
245,sl-SL,train,povej mi če o vremenu drži naslednje,"['povej', 'mi', 'če', 'o', 'vremenu', 'drži', 'naslednje']"
246,sl-SL,train,preveri vremensko aplikacijo da vidm ali,"['preveri', 'vremensko', 'aplikacijo', 'da', 'vidm', 'ali']"
247,sl-SL,train,to glasbo lahko shraniš v moj seznam predvajanja,"['to', 'glasbo', 'lahko', 'shraniš', 'v', 'moj', 'seznam', 'predvajanja']"
248,sl-SL,train,kaj pa če bi shranil to pesem,"['kaj', 'pa', 'če', 'bi', 'shranil', 'to', 'pesem']"
249,sl-SL,train,prosim predvajaj od višine se zvrti od vlada kreslina,"['prosim', 'predvajaj', 'od', 'višine', 'se', 'zvrti', 'od', 'vlada', 'kreslina']"
250,sl-SL,train,odpri moj glasbeni program in predvajaj igre šank rocka,"['odpri', 'moj', 'glasbeni', 'program', 'in', 'predvajaj', 'igre', 'šank', 'rocka']"
251,sl-SL,train,predvajaj pesem to je bolezen jana plestenjaka,"['predvajaj', 'pesem', 'to', 'je', 'bolezen', 'jana', 'plestenjaka']"
252,sl-SL,train,ugasni luči v garaži,"['ugasni', 'luči', 'v', 'garaži']"
253,sl-SL,train,preveri vroče novice v delu,"['preveri', 'vroče', 'novice', 'v', 'delu']"
254,sl-SL,train,kakšna novica o smrti v slovenskih novicah,"['kakšna', 'novica', 'o', 'smrti', 'v', 'slovenskih', 'novicah']"
